client_id,pred
000036f903,0.8671987676558507
00020e7b18,0.6898449171955051
000220a0a7,0.5086732875099527
0002ce2217,0.4967496109573371
0004231e2a,0.6052411236672439
00042a927a,0.5849100753689574
00047b3720,0.793580821564511
00068fd5dc,0.29532189949728
0007667c60,0.19810212813977962
0008244fb3,0.5708024303852454
000990be82,0.615799233164349
0009e6bafa,0.08978788521447378
000a9d12ff,0.25825024402758695
000b0559be,0.39419984414417547
000b9905d8,0.6277936877151606
000bc820f6,0.3547446121290145
000bf8ff33,0.7287489212173413
000efde438,0.2935303453329469
000f46bbfc,0.8203807006283071
000f881861,0.20490776188984597
001175d51b,0.812110492907115
0013c0cbab,0.9514863921860252
0018d2efac,0.9525998795421214
0018dea0ba,0.5707192538997158
0019e0f07d,0.5415818761472907
001b8d6788,0.7113294660999648
001cef2991,0.5159260617889742
001dac232d,0.4661396536515895
001de90d21,0.6726396035422437
001e840150,0.46260378940668767
0024e5fa85,0.8554372286837624
0025726a63,0.45521785273322507
002656ccc0,0.4672336331540406
002788e5c3,0.3887273238814828
002793e817,0.4586084269089469
0027aac018,0.9298136438109771
00294b38c6,0.25525068546399365
002ae6cc1b,0.27933986884351314
002b8fdf26,0.437615445366203
002eb5949e,0.653728172956522
002ef20e02,0.862999834769774
0031c96fbc,0.7888005590699853
0032621e01,0.8348305277275196
00335b315c,0.7942475123580494
0033be19ad,0.34934222150595273
0034f54109,0.1681469577383671
0035ae3cea,0.6269187040355091
0037d53c0f,0.2119167868602292
0037e12239,0.7328307189555348
0038b5eb9a,0.23792816074507764
003cbc4d37,0.5309030577169648
003e1d8ebc,0.9488950796241664
004087b6bd,0.5203940713091033
0045f683ce,0.1605897899640112
004a2f8c01,0.4208512427788715
004b4291f6,0.8933624813358879
004bb8195e,0.5446633216806296
004bc0bac9,0.6405254097923214
004ccd0955,0.6944352916940689
004de24640,0.2525498663270813
004ee01979,0.4110582344944203
004f98c1b4,0.8549465368271566
0051d5f4b2,0.5559548385031559
0053de5636,0.7968071211418246
005411b848,0.9814034273963226
0055455d82,0.12031759346846094
0056a04a6c,0.7405017354098938
0058dc72d5,0.3985358814608142
00592b4080,0.9518186359616783
00595658c6,0.33561219699306255
005a6ad2c9,0.3128867790169989
005ae12216,0.6213530268000119
005b013b83,0.9408252140390339
005eee22b0,0.36559648012224316
00611bf2a0,0.386756795867341
00624ef11a,0.11866659353908986
00625dfc32,0.7347008750393893
0063addab6,0.3481791945544265
006494f8d8,0.6290978752599081
006560e5c3,0.2466152111207286
006865533f,0.2643550233068587
0069812862,0.2630097094700627
0069d4c139,0.08753756744619876
006ada3035,0.31205161776965995
006d47ff8a,0.3708420630942705
006e43f3ef,0.17906646499630577
006f7b4bea,0.19399076026936432
00704fd5fc,0.8626320870322405
007185c4ce,0.22713480501277866
0074bdf718,0.7302452771944861
00756cca48,0.27319270410726254
0076512239,0.8222192540868368
007704eb91,0.5963729133806216
0077c45e10,0.9825258786506731
00785b7311,0.47083779642320706
0078d68a84,0.22851276659066824
007b4f5d3e,0.47210333398011867
007b579b99,0.28366546714088897
007cb76fd5,0.3393767007576108
007eae8b2c,0.546710202191224
007fa9d93c,0.5000670533856182
0084105f2c,0.54700454218294
0084f550b3,0.5592881337426943
0085eeaeff,0.8709802024537387
008866f7fe,0.6972130893856542
00891f585e,0.7249132000695337
008a14df72,0.7654372057023106
008a6a83b1,0.2642324043134405
008daf691b,0.6612717705904333
008e938674,0.4093309672659524
0090c5fd9c,0.7516202965044366
0091327b53,0.3541539556490288
00915088ca,0.6026951013268665
009243e3e7,0.3076483294498437
0092db68cc,0.22911388961700863
00936bb3d3,0.8171639091336299
0094a5f7ba,0.8079699363741957
0094c5c509,0.20117798080160013
0096686b18,0.5289865848413184
0098b49c1c,0.43142788511958957
0099fdab63,0.5775452791719868
009a57def8,0.5639010658671745
009c20b9f4,0.2534127982560406
009e6ad95d,0.33619863516767906
009f1e2591,0.590459582674857
00a1f7b0e2,0.6793002245650464
00a385016e,0.952052314546604
00a51468df,0.21565565867728198
00a59c7b38,0.10092926410961156
00a7c3dc7d,0.5804920196727417
00aa18cdf3,0.8657855981844981
00ab43fa47,0.5646823820583656
00ad6aa1be,0.872793232127185
00ad7878bf,0.9373977542211946
00ad98dfd2,0.39394266017852425
00afd71995,0.8825499027791895
00b09c7e23,0.5689650389531898
00b465a1f8,0.2515185676767674
00b4a7fca8,0.36517615083045935
00b72f2f65,0.4955639650724044
00b757c357,0.4404002522750705
00b8aa23d9,0.8179264670846671
00b8cb629a,0.39806975350042784
00b98c6a8d,0.7360763509315223
00bae9a320,0.7823867747354791
00baf7f448,0.37601331270704486
00bb1bb4e8,0.7224921324925306
00be448058,0.41085212618539535
00be5c7d6a,0.8526642348219446
00be902bc4,0.30407387184174645
00bed3d9f3,0.12502201129686824
00c071c6b8,0.56593936889191
00c088e0b5,0.5233586154784862
00c6713569,0.8802846229067535
00c6a29868,0.5454509101474777
00c888cb7b,0.8760720246873843
00cf563621,0.7263632920745127
00d18141d0,0.19551817634256105
00d24fa45f,0.42962008272286495
00d26aa085,0.259246747772705
00d2d9fad2,0.39500111110732933
00d3ac4237,0.19665133588725914
00d40cd491,0.38762693757184113
